tahun,provinsi,kab_kota,sisa_makanan,kayu_ranting,kertas_karbon,plastik,logam,kain,karet_kulit,kaca,jenis_lainnya,sampah_harian,sampah_tahunan
2021,Jawa Timur,Kab. Pamekasan,55.00,4.00,7.00,13.00,3.00,5.00,2.00,2.00,9.00,276.60,"100,957.25"
2021,Jawa Timur,Kab. Sumenep,58.62,1.08,20.83,17.33,,0.91,0.26,0.57,0.40,367.44,"134,116.61"
2021,Jawa Timur,Kota Kediri,54.20,7.70,12.40,14.50,4.70,2.20,1.40,0.80,2.10,169.35,"61,812.13"
2021,Jawa Timur,Kota Blitar,53.00,13.60,5.20,9.10,0.80,2.90,3.00,3.40,9.00,75.19,"27,442.53"
2021,Jawa Timur,Kota Malang,,,,,,,,,,677.78,"247,388.97"
2021,Jawa Timur,Kota Probolinggo,60.98,3.68,10.56,19.87,0.82,0.78,0.93,0.96,1.42,96.57,"35,247.76"
2021,Jawa Timur,Kota Pasuruan,10.11,6.40,1.35,6.06,0.07,0.67,0.07,0.13,75.14,135.20,"49,349.42"
2021,Jawa Timur,Kota Madiun,81.00,1.50,7.90,4.00,2.50,0.90,0.90,0.80,0.50,119.71,"43,695.25"
2021,Jawa Timur,Kota Surabaya,,,,,,,,,,"1,782.51","650,614.62"
2021,Jawa Timur,Kota Batu,4.00,2.00,6.00,4.00,1.00,,,1.00,,114.42,"41,762.47"
2021,Banten,Kab. Serang,63.01,,9.13,20.02,1.00,2.00,,0.28,4.56,"1,163.84","424,801.97"
2021,Banten,Kota Cilegon,,,,,,,,,,217.45,"79,368.52"
2021,Banten,Kota Tangerang Selatan,,,,,,,,,,799.07,"291,659.27"
2021,Bali,Kab. Jembrana,11.22,30.88,11.10,22.10,2.10,7.00,7.00,2.70,5.90,162.73,"59,395.72"
2021,Bali,Kab. Tabanan,5.00,39.00,37.00,42.00,,,,,,230.82,"84,247.48"
2021,Bali,Kab. Badung,16.00,33.90,11.10,28.40,2.60,2.10,0.67,0.90,4.33,319.81,"116,731.24"
2021,Bali,Kab. Gianyar,,58.73,10.89,17.08,3.15,0.76,0.74,,8.65,387.23,"141,337.13"
2021,Bali,Kab. Bangli,12.00,70.00,2.00,3.80,1.50,0.40,0.50,0.80,9.00,110.90,"40,479.96"
2021,Bali,Kab. Buleleng,2.99,62.57,5.63,10.18,2.82,5.33,4.55,3.33,2.60,339.10,"123,771.50"
2021,Bali,Kota Denpasar,29.30,33.90,6.90,13.70,0.80,0.70,0.30,2.10,12.30,957.59,"349,519.44"
2021,Nusa Tenggara Barat,Kab. Lombok Timur,36.00,23.00,3.50,19.00,7.00,4.00,3.00,4.00,0.50,483.44,"176,454.72"
2021,Nusa Tenggara Barat,Kab. Sumbawa,38.21,8.18,12.19,20.34,2.36,0.51,0.68,4.28,13.25,259.46,"94,704.18"
2021,Nusa Tenggara Barat,Kota Mataram,64.00,6.00,7.00,9.00,6.00,2.00,2.00,2.00,2.00,263.98,"96,354.09"
2021,Nusa Tenggara Timur,Kab. Alor,,,,,,,,,,116.53,"42,533.30"
2021,Nusa Tenggara Timur,Kab. Manggarai Barat,34.79,17.00,23.31,11.10,2.65,3.27,1.35,2.97,3.56,82.18,"29,995.84"
2021,Nusa Tenggara Timur,Kota Kupang,28.50,16.50,14.00,20.50,5.00,3.00,1.50,2.50,8.50,221.38,"80,803.34"
2021,Kalimantan Barat,Kab. Sambas,40.00,5.60,14.20,25.00,0.30,1.00,0.90,2.00,11.00,277.38,"101,244.25"
2021,Kalimantan Barat,Kab. Mempawah,,,,,,,,,,82.24,"30,015.96"
2021,Kalimantan Barat,Kab. Sanggau,56.21,13.61,4.73,7.10,,,,2.96,15.39,242.41,"88,479.29"
2021,Kalimantan Barat,Kab. Melawi,,,,,,,,,,83.63,"30,524.07"
2021,Kalimantan Barat,Kota Pontianak,,,,,,,,,,396.30,"144,651.25"
2021,Kalimantan Barat,Kota Singkawang,,,,,,,,,,117.53,"42,899.18"
2021,Kalimantan Tengah,Kab. Kapuas,30.00,22.00,18.00,20.00,6.00,,,,4.00,205.20,"74,898.00"
2021,Kalimantan Tengah,Kab. Barito Utara,30.00,12.00,14.00,20.00,5.00,5.00,2.00,2.00,10.00,63.37,"23,129.61"
2021,Kalimantan Tengah,Kab. Seruyan,30.00,15.00,10.50,25.00,2.00,1.50,5.00,2.50,8.50,81.46,"29,731.08"
2021,Kalimantan Tengah,Kab. Gunung Mas,20.00,10.00,15.00,50.00,1.00,0.50,2.00,1.00,0.50,101.55,"37,065.75"
2021,Kalimantan Tengah,Kab. Pulang Pisau,23.51,26.74,13.31,25.13,3.19,2.41,0.83,1.79,3.09,67.67,"24,698.82"
2021,Kalimantan Tengah,Kab. Barito Timur,32.00,9.00,7.00,37.00,1.00,5.00,6.50,1.20,1.30,46.51,"16,977.76"
2021,Kalimantan Tengah,Kota Palangkaraya,42.04,4.33,8.54,19.49,1.28,2.36,2.18,2.04,17.73,147.92,"53,990.25"
2021,Kalimantan Selatan,Kab. Tanah Laut,40.00,20.00,10.00,14.00,3.00,4.00,5.00,2.00,2.00,141.74,"51,733.64"
2021,Kalimantan Selatan,Kab. Kotabaru,34.00,13.00,27.00,11.00,1.00,1.00,0.20,1.00,11.80,130.25,"47,540.81"
2021,Kalimantan Selatan,Kab. Banjar,,,,,,,,,,407.66,"148,795.80"
2021,Kalimantan Selatan,Kab. Barito Kuala,59.50,9.50,10.50,12.00,3.10,1.90,0.50,2.00,1.00,94.96,"34,660.04"
2021,Kalimantan Selatan,Kab. Tapin,50.24,3.58,10.50,33.40,0.48,0.88,0.15,0.12,0.64,80.49,"29,379.14"
2021,Kalimantan Selatan,Kab. Hulu Sungai Selatan,55.18,1.48,13.13,25.35,2.90,0.46,0.90,0.40,0.20,96.01,"35,042.92"
2021,Kalimantan Selatan,Kab. Hulu Sungai Tengah,40.04,1.40,4.05,24.91,3.63,1.05,1.24,1.47,22.21,103.49,"37,773.27"
2021,Kalimantan Selatan,Kab. Hulu Sungai Utara,50.63,9.21,9.83,13.78,0.85,0.65,1.09,7.80,6.16,96.66,"35,280.75"
2021,Kalimantan Selatan,Kab. Tabalong,36.00,2.00,17.00,24.00,1.00,3.00,,3.00,14.00,101.32,"36,982.53"
2021,Kalimantan Selatan,Kab. Tanah Bumbu,,,,,,,,,,164.35,"59,986.29"
2021,Kalimantan Selatan,Kab. Balangan,57.46,10.24,10.95,14.62,2.06,1.67,0.72,1.20,1.08,56.00,"20,440.98"
2021,Kalimantan Selatan,Kota Banjarmasin,55.89,0.64,9.39,12.77,1.36,14.93,1.63,2.71,0.68,506.45,"184,856.04"
2021,Kalimantan Selatan,Kota Banjarbaru,48.30,4.20,16.00,23.70,0.50,0.30,0.40,0.10,6.50,164.71,"60,120.18"
2021,Kalimantan Timur,Kab. Paser,54.99,0.22,10.20,13.64,1.38,13.56,1.20,3.52,1.29,115.29,"42,080.85"
2021,Kalimantan Timur,Kab. Kutai Kartanegara,73.92,0.98,10.43,7.86,2.04,1.57,0.55,1.75,0.90,222.59,"81,243.53"
2021,Kalimantan Timur,Kab. Kutai Timur,43.00,20.00,7.00,22.00,2.00,1.00,2.00,2.00,1.00,212.22,"77,461.58"
2021,Kalimantan Timur,Kab. Penajam Paser Utara,46.13,1.09,20.87,29.83,0.22,0.02,0.67,0.83,0.34,92.51,"33,766.52"
2021,Kalimantan Timur,Kota Balikpapan,42.30,6.36,10.26,7.20,3.87,2.94,0.98,6.56,19.53,497.21,"181,479.86"
2021,Kalimantan Timur,Kota Samarinda,53.39,7.00,17.00,19.90,0.65,0.62,0.06,0.92,0.46,581.85,"212,376.71"
2021,Kalimantan Timur,Kota Bontang,44.12,6.00,27.50,18.00,2.10,0.03,0.25,1.05,0.95,103.82,"37,894.33"
2021,Kalimantan Utara,Kab. Nunukan,46.40,8.20,23.40,21.30,0.20,0.20,0.10,0.10,0.10,41.81,"15,260.25"
2021,Kalimantan Utara,Kab. Tana Tidung,,,,,,,,,,13.24,"4,832.89"
2021,Sulawesi Utara,Kab. Kepulauan Sangihe,51.10,4.89,5.20,26.00,0.40,3.30,0.50,2.00,6.61,55.70,"20,332.25"
2021,Sulawesi Utara,Kab. Minahasa Selatan,20.00,12.00,12.00,36.00,4.00,4.00,5.00,2.00,5.00,94.59,"34,523.60"
2021,Sulawesi Utara,Kab. Minahasa Tenggara,36.08,9.68,12.16,11.04,4.28,4.26,3.24,5.14,14.12,45.37,"16,559.47"
2021,Sulawesi Utara,Kab. Bolaang Mongondow Utara,2.00,15.00,1.00,8.00,0.50,1.00,0.30,0.50,71.70,41.56,"15,167.94"
2021,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,20.00,10.00,10.00,25.00,5.00,12.00,10.00,5.00,3.00,34.90,"12,736.86"
2021,Sulawesi Utara,Kota Manado,47.70,1.14,18.66,19.48,0.26,1.54,1.49,1.85,7.88,339.89,"124,059.81"
2021,Sulawesi Utara,Kota Bitung,48.20,2.05,18.03,19.07,0.36,1.48,1.37,1.83,7.61,158.56,"57,874.58"
2021,Sulawesi Utara,Kota Tomohon,,,,,,,,,,71.61,"26,136.88"
2021,Sulawesi Utara,Kota Kotamobagu,53.50,5.00,11.80,8.50,5.70,3.60,2.60,2.80,6.50,86.63,"31,620.68"
2021,Sulawesi Tengah,Kab. Donggala,35.00,10.00,20.00,13.00,6.00,3.00,3.00,3.00,7.00,121.64,"44,400.06"
2021,Sulawesi Tengah,Kab. Parigi Moutong,,,,,,,,,,225.59,"82,341.99"
2021,Sulawesi Tengah,Kab. Sigi,,,,,,,,,0.00,128.79,"47,008.35"
2021,Sulawesi Tengah,Kab. Banggai Laut,,,,,,,,,,35.44,"12,933.78"
2021,Sulawesi Tengah,Kota Palu,,,,,,,,,,186.93,"68,228.90"
2021,Sulawesi Selatan,Kab. Kepulauan Selayar,,,,,,,,,,56.13,"20,488.47"
2021,Sulawesi Selatan,Kab. Bulukumba,15.00,10.00,25.00,20.00,5.00,5.00,5.00,5.00,10.00,173.94,"63,488.39"
2021,Sulawesi Selatan,Kab. Bantaeng,30.13,27.50,11.00,14.00,1.24,3.00,2.00,1.13,10.00,80.68,"29,446.45"
2021,Sulawesi Selatan,Kab. Jeneponto,27.00,18.00,10.00,18.00,6.00,1.50,5.00,1.50,13.00,160.64,"58,635.06"
2021,Sulawesi Selatan,Kab. Sinjai,31.50,13.00,31.09,14.68,8.20,0.87,0.44,0.08,0.14,108.31,"39,534.76"
2021,Sulawesi Selatan,Kab. Bone,73.20,0.50,10.10,8.70,3.10,0.30,1.10,1.10,1.90,403.38,"147,231.88"
2021,Sulawesi Selatan,Kab. Maros,73.98,7.90,3.18,7.86,2.21,0.57,0.55,0.25,3.50,158.77,"57,950.90"
2021,Sulawesi Selatan,Kab. Pangkajene Kepulauan,63.13,10.83,8.99,7.29,6.50,0.72,0.19,1.55,0.80,138.31,"50,483.15"
2021,Sulawesi Selatan,Kab. Barru,57.00,12.50,6.00,15.00,2.50,1.00,1.00,1.00,4.00,75.95,"27,722.04"
2021,Sulawesi Selatan,Kab. Soppeng,,,,,,,,,,95.09,"34,707.12"
2021,Sulawesi Selatan,Kab. Wajo,41.03,17.34,7.20,17.02,2.10,3.90,6.40,2.90,2.11,151.64,"55,348.60"
2021,Sulawesi Selatan,Kab. Sidenreng Rappang,56.00,9.60,6.20,6.60,4.50,3.60,4.20,4.40,4.90,128.00,"46,718.54"
2021,Sulawesi Selatan,Kab. Pinrang,,,,,,,,,,176.90,"64,570.25"
2021,Sulawesi Selatan,Kab. Enrekang,,,,,,,,,,113.96,"41,596.68"
2021,Sulawesi Selatan,Kab. Luwu Timur,40.00,10.00,25.00,15.00,3.00,1.00,2.00,2.00,2.00,120.20,"43,874.61"
2021,Sulawesi Selatan,Kota Makassar,,,,,,,,,,"1,023.71","373,653.93"
2021,Sulawesi Selatan,Kota Parepare,51.80,11.35,12.45,11.20,3.75,1.95,2.10,2.75,2.65,76.25,"27,832.35"
2021,Sulawesi Selatan,Kota Palopo,30.00,25.00,20.00,15.00,8.00,,,,2.00,92.34,"33,704.28"
2021,Sulawesi Tenggara,Kab. Wakatobi,,,,,,,,,,79.19,"28,902.67"
2021,Sulawesi Tenggara,Kota Kendari,43.65,17.44,16.78,17.25,1.54,0.72,1.06,1.16,0.40,264.50,"96,542.67"
2021,Gorontalo,Kota Gorontalo,21.00,10.00,10.00,30.00,8.00,5.00,7.00,9.00,,141.21,"51,541.50"
2021,Sulawesi Barat,Kab. Mamuju,,,,,,,,,,125.44,"45,786.99"
2021,Sulawesi Barat,Kab. Majene,,,,,,,,,,69.76,"25,463.42"
2021,Sulawesi Barat,Kab. Mamuju Tengah,,,,,,,,,,62.64,"22,864.48"
2021,Maluku,Kab. Maluku Tengah,,,,,,,,,,170.32,"62,165.92"
2021,Maluku,Kab. Buru Selatan,33.00,22.00,11.00,23.00,2.00,1.00,1.00,2.00,5.00,30.95,"11,296.60"
2021,Maluku,Kota Tual,8.50,17.50,10.80,15.80,5.60,9.30,7.00,6.70,18.80,53.73,"19,611.92"
2021,Maluku Utara,Kota Tidore Kepulauan,34.00,25.00,12.00,11.80,2.30,0.80,1.50,5.80,6.80,46.12,"16,834.53"
2021,Papua,Kab. Jayapura,40.00,,20.00,20.00,3.00,,,,,84.24,"30,746.87"
2021,Papua,Kab. Biak Numfor,12.88,39.22,22.35,11.63,10.46,0.01,0.13,3.32,,58.42,"21,323.59"
2021,Papua,Kab. Keerom,10.00,10.00,5.00,45.00,10.00,5.00,5.00,5.00,5.00,24.65,"8,996.96"
2021,Papua,Kota Jayapura,67.39,10.50,4.78,6.59,4.22,2.04,1.09,0.45,2.94,217.80,"79,496.56"
2021,Papua Barat,Kab. Manokwari,44.00,,11.00,26.00,,,,,19.00,160.02,"58,405.66"
2021,Papua Selatan,Kab. Asmat,20.00,10.00,15.00,40.00,4.00,3.00,3.00,3.00,2.00,44.65,"16,298.27"
2021,Papua Tengah,Kab. Nabire,62.56,15.13,4.60,11.32,0.48,1.95,,1.79,2.17,67.65,"24,693.86"
2021,Papua Pegunungan,Kab. Lanny Jaya,,,,,,,,,,80.78,"29,483.24"
2021,Papua Barat Daya,Kab. Sorong Selatan,,,,,,,,,,22.38,"8,167.39"
2021,Papua Barat Daya,Kab. Tambrauw,,,,,,,,,,11.35,"4,143.33"
2020,Aceh,Kab. Aceh Timur,37.00,14.00,5.00,26.00,5.00,3.00,2.00,4.00,4.00,57.60,"21,023.49"
2020,Aceh,Kab. Aceh Tengah,22.00,18.00,7.00,26.00,3.00,11.00,5.00,5.00,3.00,101.55,"37,067.15"
2020,Aceh,Kab. Simeulue,5.18,13.05,11.93,35.73,16.88,6.65,5.55,2.03,3.00,43.55,"15,897.10"
2020,Aceh,Kab. Aceh Jaya,,,,,,,,,,46.24,"16,876.51"
2020,Aceh,Kab. Bener Meriah,20.00,20.00,10.00,15.00,5.00,10.00,5.00,5.00,10.00,64.65,"23,597.54"
2020,Aceh,Kota Banda Aceh,35.20,11.50,3.00,6.80,4.50,7.50,9.30,4.50,17.70,243.29,"88,800.12"
2020,Aceh,Kota Sabang,,,,,,,,,,26.37,"9,624.82"
2020,Aceh,Kota Langsa,18.00,21.00,4.00,8.00,13.00,10.00,7.00,8.00,11.00,95.17,"34,737.78"
2020,Sumatera Utara,Kab. Langkat,37.00,31.00,24.40,7.00,0.20,0.20,0.20,,,412.08,"150,409.49"
2020,Sumatera Utara,Kab. Deli Serdang,20.50,24.00,13.80,20.20,6.00,5.00,3.00,2.00,5.50,"1,097.85","400,716.89"
2020,Sumatera Utara,Kab. Asahan,1.16,61.40,7.18,13.04,2.00,5.48,0.44,1.33,7.97,624.85,"228,071.97"
2020,Sumatera Utara,Kab. Dairi,55.53,10.99,12.48,19.26,0.32,0.35,0.20,0.53,0.34,113.72,"41,508.38"
2020,Sumatera Utara,Kab. Humbang Hasundutan,12.00,55.00,10.00,13.00,3.00,1.00,0.20,0.80,5.00,57.06,"20,825.37"
2020,Sumatera Utara,Kab. Samosir,24.00,10.00,20.00,30.00,6.20,2.00,1.00,0.80,6.00,88.69,"32,370.63"
2020,Sumatera Utara,Kota Medan,48.00,5.00,17.00,14.00,1.00,4.00,2.00,1.00,8.00,"1,704.68","622,206.89"
2020,Sumatera Utara,Kota Sibolga,,,,,,,,,,61.34,"22,388.44"
2020,Sumatera Utara,Kota Tebing Tinggi,62.70,1.73,11.43,16.65,0.73,2.60,0.71,1.83,1.62,122.54,"44,726.04"
2020,Sumatera Barat,Kab. Pesisir Selatan,20.40,19.60,23.00,19.00,16.00,0.42,1.58,,,153.52,"56,034.44"
2020,Sumatera Barat,Kab. Sijunjung,20.80,18.60,38.40,19.60,1.90,0.30,0.40,,,95.86,"34,989.67"
2020,Sumatera Barat,Kab. Tanah Datar,69.34,,8.63,6.00,2.24,1.57,,3.33,8.89,120.44,"43,959.16"
2020,Sumatera Barat,Kab. Agam,,,,,,,,,,197.85,"72,213.64"
2020,Sumatera Barat,Kab. Lima Puluh Kota,40.00,17.00,10.00,16.00,4.00,3.00,2.00,2.00,6.00,154.89,"56,536.46"
2020,Sumatera Barat,Kab. Dharmasraya,,,20.00,30.00,45.00,,,,,97.55,"35,605.56"
2020,Sumatera Barat,Kab. Pasaman Barat,30.00,10.00,20.00,30.00,5.00,,,,5.00,177.49,"64,783.41"
2020,Sumatera Barat,Kota Padang,62.00,8.30,6.10,12.60,0.20,2.80,1.50,2.40,4.10,636.33,"232,259.72"
2020,Sumatera Barat,Kota Solok,46.07,11.56,9.28,22.32,0.60,0.54,0.10,1.10,8.43,50.70,"18,505.87"
2020,Sumatera Barat,Kota Sawahlunto,,,,,,,,,,18.77,"6,852.82"
2020,Sumatera Barat,Kota Padang Panjang,43.15,23.56,14.35,12.67,1.50,0.95,0.80,1.19,1.83,46.63,"17,019.51"
2020,Sumatera Barat,Kota Bukittinggi,61.81,1.10,16.79,17.74,0.46,0.90,,0.51,0.69,124.30,"45,368.41"
2020,Sumatera Barat,Kota Payakumbuh,51.62,7.43,11.42,21.54,0.65,1.56,0.57,0.87,4.34,97.75,"35,679.04"
2020,Riau,Kab. Kampar,20.00,10.00,5.00,35.00,10.00,5.00,5.00,5.00,5.00,351.88,"128,435.47"
2020,Riau,Kab. Indragiri Hilir,,,36.00,33.00,12.00,,,,,299.93,"109,472.70"
2020,Riau,Kab. Pelalawan,10.00,18.00,20.00,30.00,6.00,3.00,5.00,3.00,5.00,151.12,"55,158.80"
2020,Riau,Kab. Siak,39.00,15.00,10.00,26.00,1.00,2.00,2.00,3.00,2.00,191.07,"69,739.82"
2020,Riau,Kab. Kuantan Singingi,,,,,,,,,,133.66,"48,784.73"
2020,Riau,Kota Pekanbaru,,,,,,,,,,"1,097.15","400,461.54"
2020,Riau,Kota Dumai,,,,,,,,,,159.91,"58,368.43"
2020,Jambi,Kab. Merangin,26.50,15.00,14.50,23.00,4.50,3.00,2.50,1.00,10.00,195.43,"71,332.50"
2020,Jambi,Kab. Sarolangun,,,,,,,,,,111.27,"40,612.09"
2020,Jambi,Kab. Batanghari,36.00,15.00,18.80,14.00,3.20,3.00,2.00,2.00,6.00,122.60,"44,750.17"
2020,Jambi,Kab. Muaro Jambi,,,,,,,,,,81.62,"29,792.97"
2020,Jambi,Kab. Tanjung Jabung Barat,5.00,8.00,30.00,30.00,3.00,6.00,10.00,2.00,6.00,166.97,"60,942.59"
2020,Jambi,Kab. Bungo,63.13,13.25,1.42,4.48,5.88,3.83,5.73,1.38,0.90,152.36,"55,610.38"
2020,Jambi,Kab. Tebo,,,,,,,,,,135.07,"49,299.67"
2020,Jambi,Kota Sungai Penuh,,,,,,,,,,49.09,"17,916.39"
2020,Sumatera Selatan,Kab. Ogan Komering Ulu,,,,,,,,,,148.85,"54,329.96"
2020,Sumatera Selatan,Kab. Muara Enim,61.02,8.07,7.38,17.18,1.14,1.33,0.36,0.31,3.21,406.43,"148,345.86"
2020,Sumatera Selatan,Kab. Musi Rawas,41.18,5.08,1.07,9.63,19.79,0.53,3.74,17.38,1.60,284.34,"103,783.08"
2020,Sumatera Selatan,Kab. Musi Banyuasin,58.30,4.80,9.10,21.20,1.10,3.00,0.80,0.80,0.90,259.16,"94,593.69"
2020,Sumatera Selatan,Kab. Banyuasin,38.12,8.46,16.65,13.39,0.95,1.25,1.97,1.26,17.95,568.29,"207,426.14"
2020,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,1.00,5.00,7.00,7.00,1.00,1.00,2.00,1.00,75.00,482.95,"176,275.84"
2020,Sumatera Selatan,Kab. Ogan Ilir,30.00,15.00,10.00,10.00,5.00,5.00,5.00,5.00,15.00,294.55,"107,510.06"
2020,Sumatera Selatan,Kab. Empat Lawang,,,,,,,,,,177.29,"64,711.00"
2020,Sumatera Selatan,Kota Palembang,55.00,5.00,10.00,14.00,5.00,4.00,3.00,2.00,2.00,"1,168.19","426,390.66"
2020,Sumatera Selatan,Kota Prabumulih,61.50,5.80,2.70,25.40,0.40,0.90,0.20,0.30,2.80,94.46,"34,479.54"
2020,Bengkulu,Kab. Lebong,,,,,,,,,,43.09,"15,726.97"
2020,Bengkulu,Kab. Kepahiang,,,,,,,,,,56.16,"20,498.84"
2020,Bengkulu,Kab. Bengkulu Tengah,20.20,45.00,15.00,18.00,1.00,0.50,0.10,0.20,,58.12,"21,214.90"
2020,Lampung,Kab. Lampung Barat,25.00,20.00,15.00,35.00,2.00,0.50,0.50,0.20,1.80,122.76,"44,805.94"
2020,Lampung,Kab. Way Kanan,0.58,0.16,0.05,0.12,0.00,0.04,0.02,0.02,0.01,191.88,"70,036.49"
2020,Lampung,Kab. Pesawaran,29.00,31.00,10.00,20.00,3.00,1.00,2.00,2.00,2.00,179.36,"65,467.86"
2020,Lampung,Kota Bandar Lampung,40.40,12.90,11.70,17.40,3.10,2.50,1.80,2.30,7.90,757.94,"276,649.16"
2020,Lampung,Kota Metro,56.47,6.24,9.40,24.07,0.56,1.25,0.27,0.88,0.86,103.16,"37,651.79"
2020,Kepulauan Bangka Belitung,Kab. Bangka,26.17,11.50,30.86,18.82,0.62,3.79,0.42,0.66,7.16,128.62,"46,947.32"
2020,Kepulauan Bangka Belitung,Kab. Belitung,0.50,75.00,0.30,0.60,0.03,0.25,0.02,0.30,23.00,70.99,"25,910.91"
2020,Kepulauan Bangka Belitung,Kab. Bangka Tengah,40.00,14.00,10.00,15.00,2.00,12.00,4.00,1.00,2.00,79.89,"29,160.14"
2020,Kepulauan Bangka Belitung,Kab. Bangka Barat,,,,,,,,,,79.61,"29,058.53"
2020,Kepulauan Bangka Belitung,Kab. Belitung Timur,,,,,,,,,,50.47,"18,421.99"
2020,Kepulauan Bangka Belitung,Kota Pangkal Pinang,51.73,12.80,7.77,9.60,2.28,3.88,6.22,2.26,3.46,151.83,"55,416.16"
2020,Kepulauan Riau,Kab. Bintan,38.80,5.50,24.40,12.40,0.50,5.50,3.90,2.50,6.50,53.42,"19,499.65"
2020,Kepulauan Riau,Kab. Karimun,23.00,19.00,24.00,24.50,4.00,2.50,1.50,1.20,0.30,177.20,"64,677.53"
2020,Kepulauan Riau,Kab. Natuna,,,,,,,,,,31.14,"11,366.74"
2020,Kepulauan Riau,Kab. Lingga,41.20,13.60,18.30,10.20,1.80,8.90,3.90,1.90,0.20,27.83,"10,157.55"
2020,Kepulauan Riau,Kab. Kepulauan Anambas,,,,,,,,,,12.88,"4,702.70"
2020,Kepulauan Riau,Kota Batam,49.00,9.00,10.00,19.00,1.00,2.00,0.00,1.00,9.00,837.48,"305,679.18"
2020,Kepulauan Riau,Kota Tanjung Pinang,21.00,37.00,7.00,25.00,3.00,2.00,2.00,1.00,2.00,147.98,"54,013.05"
2020,DKI Jakarta,Kab. Adm. Kep. Seribu,23.02,2.97,0.18,0.90,0.08,,,0.65,72.20,17.34,"6,329.24"
2020,DKI Jakarta,Kota Adm. Jakarta Pusat,,,,,,,,,,844.74,"308,331.29"
2020,DKI Jakarta,Kota Adm. Jakarta Utara,,,,,,,,,,"1,341.04","489,481.03"
2020,DKI Jakarta,Kota Adm. Jakarta Barat,69.77,5.78,3.08,2.97,1.49,2.99,1.25,0.01,12.66,"1,971.97","719,768.00"
2020,DKI Jakarta,Kota Adm. Jakarta Selatan,,,,,,,,,,"1,921.00","701,164.63"
2020,DKI Jakarta,Kota Adm. Jakarta Timur,,,,,,,,,,"2,273.25","829,738.03"
2020,Jawa Barat,Kab. Bandung,43.00,10.00,9.00,20.00,2.00,1.00,,1.00,14.00,"1,321.35","482,291.89"
2020,Jawa Barat,Kab. Ciamis,26.40,0.40,33.00,5.00,10.70,6.40,1.70,16.10,0.30,575.13,"209,920.70"
2020,Jawa Barat,Kab. Cirebon,,,,,,,,,,"1,228.41","448,368.18"
2020,Jawa Barat,Kab. Sumedang,62.27,1.97,9.25,12.57,1.77,0.91,1.25,1.09,8.92,440.59,"160,816.27"
2020,Jawa Barat,Kab. Bekasi,,,,,,,,,,"1,900.24","693,586.51"
2020,Jawa Barat,Kab. Pangandaran,,,,,,,,,,171.30,"62,523.33"
2020,Jawa Barat,Kota Bogor,20.00,33.30,19.70,10.00,1.50,3.50,1.00,1.00,10.00,673.76,"245,922.33"
2020,Jawa Barat,Kota Sukabumi,46.62,15.78,7.97,12.45,0.91,1.66,0.84,1.91,11.86,179.24,"65,424.09"
2020,Jawa Barat,Kota Bandung,44.52,3.98,13.12,16.70,0.90,4.75,2.38,1.97,11.68,"1,539.82","562,034.59"
2020,Jawa Barat,Kota Depok,62.95,0.57,6.10,21.36,0.14,0.57,0.50,0.57,7.24,"1,295.49","472,854.23"
2020,Jawa Barat,Kota Cimahi,,,,,,,,,,273.38,"99,782.38"
2020,Jawa Barat,Kota Tasikmalaya,48.70,,5.80,5.40,0.20,1.90,,6.30,31.60,292.30,"106,688.51"
2020,Jawa Barat,Kota Banjar,42.97,10.84,9.41,24.62,1.02,1.18,0.05,2.81,7.09,83.74,"30,566.85"
2020,Jawa Tengah,Kab. Cilacap,57.67,10.63,9.71,16.42,1.33,1.25,0.51,0.65,1.83,939.78,"343,019.17"
2020,Jawa Tengah,Kab. Purworejo,3.00,67.00,6.00,9.00,4.00,0.50,0.30,1.00,8.20,288.07,"105,146.86"
2020,Jawa Tengah,Kab. Wonosobo,40.00,21.50,15.00,20.00,0.20,0.20,0.10,1.00,2.00,351.65,"128,352.10"
2020,Jawa Tengah,Kab. Magelang,37.80,3.90,26.20,17.90,1.30,1.10,0.80,2.40,8.60,680.91,"248,530.33"
2020,Jawa Tengah,Kab. Boyolali,,,,,,,,,,287.93,"105,094.61"
2020,Jawa Tengah,Kab. Sukoharjo,60.40,2.63,8.14,15.20,3.18,3.80,4.10,1.20,1.35,364.01,"132,863.50"
2020,Jawa Tengah,Kab. Wonogiri,25.00,10.00,20.00,25.00,5.00,5.00,2.50,5.00,2.50,437.44,"159,663.85"
2020,Jawa Tengah,Kab. Sragen,74.70,0.80,8.10,11.30,0.50,1.90,0.30,1.80,0.30,534.31,"195,023.44"
2020,Jawa Tengah,Kab. Blora,4.00,10.00,35.00,40.00,3.00,2.00,2.00,2.00,2.00,371.42,"135,568.25"
2020,Jawa Tengah,Kab. Rembang,38.12,1.59,13.38,34.45,0.93,1.88,0.77,1.33,7.55,238.10,"86,905.62"
2020,Jawa Tengah,Kab. Pati,,,,,,,,,,654.96,"239,060.58"
2020,Jawa Tengah,Kab. Kudus,,,,,,,,,,440.89,"160,924.12"
2020,Jawa Tengah,Kab. Jepara,55.08,5.29,11.48,19.63,1.26,2.12,1.02,1.20,2.92,697.04,"254,418.30"
2020,Jawa Tengah,Kab. Semarang,58.00,5.00,8.90,19.00,2.50,3.20,,2.30,0.50,533.40,"194,690.09"
