tahun,provinsi,kab_kota,sisa_makanan,kayu_ranting,kertas_karton,plastik,logam,kain,karet_kulit,kaca,jenis_lainnya,sampah_harian,sampah_tahunan,anorganik,organik
2021,Sumatera Selatan,Kota Prabumulih,52.5,9.8,5.6,24.6,2.0,1.8,0.8,1.7,1.2,9706.0,3542654.0,36.5,62.3
2021,Bengkulu,Kab. Seluma,45.0,35.0,7.0,8.0,4.0,0.5,1.95,0.5,7.12,10676.0,3896612.0,21.95,80.0
2021,Lampung,Kab. Lampung Tengah,5.0,40.0,4.0,48.0,3.2,2.0,1.95,1.0,7.12,47317.0,17270786.0,60.150000000000006,45.0
2021,Lampung,Kab. Tanggamus,36.32,22.03,8.92,16.8,4.07,3.08,2.58,4.86,1.34,24598.0,8978328.0,40.309999999999995,58.35
2021,Lampung,Kab. Way Kanan,0.6,0.19,0.04,0.08,0.04,0.02,0.02,0.01,0.0,19188.0,7003649.0,0.21,0.79
2021,Lampung,Kab. Pringsewu,33.0,15.0,5.0,6.0,15.0,2.58,1.95,3.0,23.0,16273.0,5939616.0,33.53,48.0
2021,Lampung,Kota Bandar Lampung,40.4,12.9,11.7,17.4,3.1,2.5,1.8,2.3,7.9,77022.0,28112915.0,38.79999999999999,53.3
2021,Lampung,Kota Metro,56.47,6.24,9.4,24.07,0.56,1.25,0.27,0.88,0.86,10387.0,3791284.0,36.43000000000001,62.71
2021,Kepulauan Bangka Belitung,Kab. Bangka,39.85,13.96,12.07,16.97,3.37,2.69,1.98,2.31,6.8,13051.0,4763469.0,39.38999999999999,53.81
2021,Kepulauan Bangka Belitung,Kab. Belitung,0.75,40.0,2.0,30.0,2.5,3.0,3.0,5.0,13.75,7269.0,2653331.0,45.5,40.75
2021,Kepulauan Bangka Belitung,Kab. Bangka Selatan,17.77,29.46,10.04,12.01,14.97,3.84,3.98,4.99,2.94,8013.0,2924745.0,49.83,47.230000000000004
2021,Kepulauan Bangka Belitung,Kab. Bangka Tengah,41.9,8.5,3.8,14.4,3.8,4.9,0.0,5.6,17.1,8117.0,2962705.0,32.5,50.4
2021,Kepulauan Bangka Belitung,Kota Pangkal Pinang,51.9,13.6,7.2,13.5,2.2,3.1,2.0,1.6,4.9,16000.0,5839938.0,29.6,65.5
2021,Kepulauan Riau,Kab. Bintan,37.66,5.4,23.89,14.0,0.7,5.25,4.6,3.0,5.5,5569.0,2032642.0,51.440000000000005,43.059999999999995
2021,Kepulauan Riau,Kab. Karimun,23.0,19.0,24.0,24.5,4.0,2.5,1.5,1.2,0.3,18162.0,6628999.0,57.7,42.0
2021,Kepulauan Riau,Kota Tanjung Pinang,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,15169.0,5536632.0,39.34,54.71
2021,DKI Jakarta,Kab. Adm. Kep. Seribu,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,1762.0,642948.0,39.34,54.71
2021,DKI Jakarta,Kota Adm. Jakarta Pusat,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,84739.0,30929818.0,39.34,54.71
2021,DKI Jakarta,Kota Adm. Jakarta Utara,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,135467.0,49445486.0,39.34,54.71
2021,DKI Jakarta,Kota Adm. Jakarta Barat,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,199751.0,72909261.0,39.34,54.71
2021,DKI Jakarta,Kota Adm. Jakarta Selatan,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,193754.0,70720135.0,39.34,54.71
2021,DKI Jakarta,Kota Adm. Jakarta Timur,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,229304.0,83696137.0,39.34,54.71
2021,Jawa Barat,Kab. Bandung,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,126833.0,46293917.0,39.34,54.71
2021,Jawa Barat,Kab. Garut,59.3,14.21,6.3,20.5,1.0,2.6,1.95,3.4,6.9,112006.0,40882179.0,35.75,73.50999999999999
2021,Jawa Barat,Kab. Ciamis,34.4,0.4,15.0,15.0,10.7,6.4,1.7,16.1,0.3,57210.0,20881825.0,64.9,34.8
2021,Jawa Barat,Kab. Cirebon,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,123712.0,45154960.0,39.34,54.71
2021,Jawa Barat,Kab. Sumedang,20.0,5.0,15.0,40.0,3.0,3.0,2.0,2.0,10.0,44236.0,16146289.0,65.0,25.0
2021,Jawa Barat,Kab. Indramayu,27.0,6.4,25.0,35.8,1.0,1.8,0.8,0.7,1.5,110262.0,40245525.0,65.1,33.4
2021,Jawa Barat,Kota Bogor,40.0,14.0,20.0,15.0,1.0,2.5,0.5,1.0,6.0,67376.0,24592233.0,40.0,54.0
2021,Jawa Barat,Kota Sukabumi,59.35,14.21,9.08,12.61,0.42,0.9,1.95,0.6,17.04,18026.0,6579565.0,25.56,73.56
2021,Jawa Barat,Kota Bandung,44.52,3.98,13.12,16.7,0.9,4.75,2.38,1.97,11.68,159255.0,58128003.0,39.82,48.5
2021,Jawa Barat,Kota Cirebon,49.22,11.76,5.56,19.01,0.71,1.76,0.58,1.43,9.97,20447.0,7463155.0,29.05,60.98
2021,Jawa Barat,Kota Bekasi,65.2,7.2,4.2,15.6,0.2,6.3,0.5,0.5,0.3,237599.0,86723675.0,27.3,72.4
2021,Jawa Barat,Kota Depok,62.95,0.57,6.1,21.36,0.14,0.57,0.5,0.57,7.24,131414.0,47966075.0,29.240000000000002,63.52
2021,Jawa Barat,Kota Cimahi,40.5,50.6,8.6,15.6,3.1,5.3,1.95,3.0,13.8,27477.0,10028942.0,37.550000000000004,91.1
2021,Jawa Tengah,Kab. Cilacap,57.67,10.63,9.71,16.42,1.33,1.25,0.51,0.65,1.83,94359.0,34440904.0,29.87,68.3
2021,Jawa Tengah,Kab. Banyumas,36.0,6.0,6.0,30.0,9.0,5.0,3.0,5.0,7.12,53523.0,19535775.0,58.0,42.0
2021,Jawa Tengah,Kab. Purbalingga,60.51,2.2,8.91,18.35,0.71,2.34,5.18,0.88,0.92,50571.0,18458506.0,36.370000000000005,62.71
2021,Jawa Tengah,Kab. Purworejo,3.0,67.0,6.0,9.0,4.0,0.5,0.3,1.0,8.2,28882.0,10542018.0,20.8,70.0
2021,Jawa Tengah,Kab. Wonosobo,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,36300.0,13249646.0,39.34,54.71
2021,Jawa Tengah,Kab. Magelang,37.8,3.9,26.2,17.9,1.3,1.1,0.8,2.4,8.6,68165.0,24880043.0,49.69999999999999,41.699999999999996
2021,Jawa Tengah,Kab. Boyolali,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,29085.0,10615934.0,39.34,54.71
2021,Jawa Tengah,Kab. Klaten,67.42,3.82,10.46,15.05,0.1,0.42,0.08,0.65,2.0,59030.0,21545883.0,26.76,71.24
2021,Jawa Tengah,Kab. Sukoharjo,62.4,1.88,8.01,15.93,1.68,1.98,1.82,1.27,5.03,35945.0,13120056.0,30.689999999999998,64.28
2021,Jawa Tengah,Kab. Wonogiri,25.0,10.0,20.0,25.0,5.0,5.0,2.5,5.0,2.5,43937.0,16036961.0,62.5,35.0
2021,Jawa Tengah,Kab. Karanganyar,63.0,2.0,5.0,20.0,1.0,2.0,2.0,3.0,2.0,36184.0,13207189.0,33.0,65.0
2021,Jawa Tengah,Kab. Sragen,74.7,0.8,8.4,11.3,0.5,1.9,0.3,1.8,0.3,58617.0,21395227.0,24.200000000000003,75.5
2021,Jawa Tengah,Kab. Blora,20.0,5.0,18.0,40.0,10.0,2.0,2.0,2.5,0.5,22685.0,8280158.0,74.5,25.0
2021,Jawa Tengah,Kab. Rembang,38.12,1.59,13.38,34.45,0.93,1.88,0.77,1.33,7.55,24566.0,8966636.0,52.74000000000001,39.71
2021,Jawa Tengah,Kab. Pati,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,66209.0,24166431.0,39.34,54.71
2021,Jawa Tengah,Kab. Jepara,32.24,22.75,10.86,21.7,0.78,2.12,0.53,1.68,7.34,40008.0,14602840.0,37.67,54.99
2021,Jawa Tengah,Kab. Demak,32.3,20.76,9.06,23.07,0.6,1.77,0.44,1.23,10.77,72237.0,26366636.0,36.17,53.06
2021,Jawa Tengah,Kab. Semarang,3.0,9.0,23.0,30.0,4.0,4.0,2.0,5.0,20.0,52655.0,19218900.0,68.0,12.0
2021,Jawa Tengah,Kab. Temanggung,37.97,22.81,11.09,14.91,2.31,2.39,1.18,2.46,4.88,50017.0,18256296.0,34.339999999999996,60.78
2021,Jawa Tengah,Kab. Batang,28.0,13.0,13.0,16.0,7.0,6.0,3.0,6.0,8.0,32416.0,11831738.0,51.0,41.0
2021,Jawa Tengah,Kab. Pekalongan,2.0,6.0,7.0,9.0,1.0,3.0,1.0,2.27,71.0,38753.0,14144787.0,23.27,8.0
2021,Jawa Tengah,Kab. Pemalang,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,58860.0,21483739.0,39.34,54.71
2021,Jawa Tengah,Kab. Tegal,20.0,16.0,18.0,33.0,3.0,2.0,2.0,1.0,5.0,67074.0,24481949.0,59.0,36.0
2021,Jawa Tengah,Kab. Brebes,2.0,80.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,98319.0,35886526.0,17.0,82.0
2021,Jawa Tengah,Kota Magelang,33.7,13.3,18.8,21.5,0.8,1.8,0.5,3.7,5.9,8068.0,2944793.0,47.099999999999994,47.0
2021,Jawa Tengah,Kota Salatiga,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,11224.0,4096924.0,39.34,54.71
2021,Jawa Tengah,Kota Semarang,60.79,14.21,10.18,17.2,1.22,4.94,1.0,1.79,2.88,118014.0,43074975.0,36.33,75.0
2021,Jawa Tengah,Kota Tegal,54.0,11.0,8.5,14.0,1.0,7.0,2.0,2.0,0.5,20157.0,7357352.0,34.5,65.0
2021,D.I. Yogyakarta,Kab. Kulon Progo,67.18,14.21,12.6,17.22,1.68,0.21,1.95,1.11,7.12,17714.0,6465435.0,34.77,81.39000000000001
2021,D.I. Yogyakarta,Kab. Sleman,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,73557.0,26848159.0,39.34,54.71
2021,D.I. Yogyakarta,Kota Yogyakarta,50.21,10.91,6.18,10.79,2.12,0.68,0.13,10.66,8.32,32740.0,11950169.0,30.56,61.120000000000005
2021,Jawa Timur,Kab. Pacitan,68.4,2.9,8.3,17.0,0.5,0.2,0.2,0.5,2.0,28673.0,10465483.0,26.7,71.30000000000001
2021,Jawa Timur,Kab. Ponorogo,44.76,0.36,16.53,21.89,0.48,6.61,1.43,0.6,7.34,38778.0,14154058.0,47.54,45.12
2021,Jawa Timur,Kab. Trenggalek,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,29396.0,10729365.0,39.34,54.71
2021,Jawa Timur,Kab. Tulungagung,48.0,16.0,7.0,6.5,9.0,6.7,2.5,2.0,2.3,54830.0,20012768.0,33.7,64.0
2021,Jawa Timur,Kab. Blitar,70.85,1.0,12.45,7.5,0.9,1.94,0.52,0.92,3.92,40993.0,14962383.0,24.23,71.85
2021,Jawa Timur,Kab. Kediri,46.4,22.47,4.28,11.31,0.2,2.02,0.63,4.75,7.94,53382.0,19484576.0,23.189999999999998,68.87
2021,Jawa Timur,Kab. Lumajang,40.25,17.35,10.65,17.8,1.15,3.25,1.45,1.5,6.6,50150.0,18304896.0,35.800000000000004,57.6
2021,Jawa Timur,Kab. Banyuwangi,3.12,0.84,18.98,21.78,0.94,1.52,0.57,2.55,49.7,125287.0,45729722.0,46.34,3.96
2021,Jawa Timur,Kab. Situbondo,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,25717.0,9386559.0,39.34,54.71
2021,Jawa Timur,Kab. Jombang,48.85,7.27,7.93,12.5,1.24,2.71,1.33,1.24,16.93,53037.0,19358344.0,26.95,56.120000000000005
2021,Jawa Timur,Kab. Nganjuk,61.5,2.0,13.1,12.3,6.0,1.0,1.0,1.0,2.1,44387.0,16201372.0,34.4,63.5
2021,Jawa Timur,Kab. Magetan,25.0,25.0,8.0,20.0,1.5,2.0,1.8,1.3,15.4,26832.0,9793855.0,34.599999999999994,50.0
2021,Jawa Timur,Kab. Ngawi,38.3,3.8,10.4,30.6,2.4,2.3,3.7,3.5,5.0,35672.0,13020403.0,52.9,42.099999999999994
2021,Jawa Timur,Kab. Bojonegoro,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,53650.0,19582381.0,39.34,54.71
2021,Jawa Timur,Kab. Tuban,58.52,15.32,5.78,11.02,0.17,1.62,0.1,1.33,6.14,50317.0,18365524.0,20.020000000000003,73.84
2021,Jawa Timur,Kab. Lamongan,30.0,12.0,9.0,18.0,8.0,2.0,2.0,1.0,18.0,22194.0,8100810.0,40.0,42.0
2021,Jawa Timur,Kab. Pamekasan,55.0,4.0,7.0,13.0,3.0,5.0,2.0,2.0,9.0,27660.0,10095725.0,32.0,59.0
2021,Jawa Timur,Kab. Sumenep,58.62,1.08,20.83,17.33,3.2,0.91,0.26,0.57,0.4,36744.0,13411661.0,43.099999999999994,59.699999999999996
2021,Jawa Timur,Kota Kediri,54.2,7.7,12.4,14.5,4.7,2.2,1.4,0.8,2.1,16935.0,6181213.0,35.99999999999999,61.900000000000006
2021,Jawa Timur,Kota Blitar,53.0,13.6,5.2,9.1,0.8,2.9,3.0,3.4,9.0,7519.0,2744253.0,24.4,66.6
2021,Jawa Timur,Kota Malang,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,67778.0,24738897.0,39.34,54.71
2021,Jawa Timur,Kota Probolinggo,60.98,3.68,10.56,19.87,0.82,0.78,0.93,0.96,1.42,9657.0,3524776.0,33.92,64.66
2021,Jawa Timur,Kota Pasuruan,10.11,6.4,1.35,6.06,0.07,0.67,0.07,0.13,75.14,13520.0,4934942.0,8.350000000000001,16.509999999999998
2021,Jawa Timur,Kota Madiun,81.0,1.5,7.9,4.0,2.5,0.9,0.9,0.8,0.5,11971.0,4369525.0,17.0,82.5
2021,Jawa Timur,Kota Surabaya,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,178251.0,65061462.0,39.34,54.71
2021,Jawa Timur,Kota Batu,4.0,2.0,6.0,4.0,1.0,2.58,1.95,1.0,7.12,11442.0,4176247.0,16.53,6.0
2021,Banten,Kab. Serang,63.01,14.21,9.13,20.02,1.0,2.0,1.95,0.28,4.56,116384.0,42480197.0,34.38,77.22
2021,Banten,Kota Cilegon,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,21745.0,7936852.0,39.34,54.71
2021,Banten,Kota Tangerang Selatan,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,79907.0,29165927.0,39.34,54.71
2021,Bali,Kab. Jembrana,11.22,30.88,11.1,22.1,2.1,7.0,7.0,2.7,5.9,16273.0,5939572.0,52.00000000000001,42.1
2021,Bali,Kab. Tabanan,5.0,39.0,37.0,42.0,3.2,2.58,1.95,2.27,7.12,23082.0,8424748.0,89.0,44.0
2021,Bali,Kab. Badung,16.0,33.9,11.1,28.4,2.6,2.1,0.67,0.9,4.33,31981.0,11673124.0,45.77,49.9
2021,Bali,Kab. Gianyar,40.5,58.73,10.89,17.08,3.15,0.76,0.74,2.27,8.65,38723.0,14133713.0,34.89,99.22999999999999
2021,Bali,Kab. Bangli,12.0,70.0,2.0,3.8,1.5,0.4,0.5,0.8,9.0,11090.0,4047996.0,9.0,82.0
2021,Bali,Kab. Buleleng,2.99,62.57,5.63,10.18,2.82,5.33,4.55,3.33,2.6,33910.0,12377150.0,31.840000000000003,65.56
2021,Bali,Kota Denpasar,29.3,33.9,6.9,13.7,0.8,0.7,0.3,2.1,12.3,95759.0,34951944.0,24.500000000000004,63.2
2021,Nusa Tenggara Barat,Kab. Lombok Timur,36.0,23.0,3.5,19.0,7.0,4.0,3.0,4.0,0.5,48344.0,17645472.0,40.5,59.0
2021,Nusa Tenggara Barat,Kab. Sumbawa,38.21,8.18,12.19,20.34,2.36,0.51,0.68,4.28,13.25,25946.0,9470418.0,40.36,46.39
2021,Nusa Tenggara Barat,Kota Mataram,64.0,6.0,7.0,9.0,6.0,2.0,2.0,2.0,2.0,26398.0,9635409.0,28.0,70.0
2021,Nusa Tenggara Timur,Kab. Alor,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,11653.0,4253330.0,39.34,54.71
2021,Nusa Tenggara Timur,Kab. Manggarai Barat,34.79,17.0,23.31,11.1,2.65,3.27,1.35,2.97,3.56,8218.0,2999584.0,44.65,51.79
2021,Nusa Tenggara Timur,Kota Kupang,28.5,16.5,14.0,20.5,5.0,3.0,1.5,2.5,8.5,22138.0,8080334.0,46.5,45.0
2021,Kalimantan Barat,Kab. Sambas,40.0,5.6,14.2,25.0,0.3,1.0,0.9,2.0,11.0,27738.0,10124425.0,43.4,45.6
2021,Kalimantan Barat,Kab. Mempawah,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,8224.0,3001596.0,39.34,54.71
2021,Kalimantan Barat,Kab. Sanggau,56.21,13.61,4.73,7.1,3.2,2.58,1.95,2.96,15.39,24241.0,8847929.0,22.52,69.82
2021,Kalimantan Barat,Kab. Melawi,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,8363.0,3052407.0,39.34,54.71
2021,Kalimantan Barat,Kota Pontianak,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,39630.0,14465125.0,39.34,54.71
2021,Kalimantan Barat,Kota Singkawang,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,11753.0,4289918.0,39.34,54.71
2021,Kalimantan Tengah,Kab. Kapuas,30.0,22.0,18.0,20.0,6.0,2.58,1.95,2.27,4.0,20520.0,7489800.0,50.800000000000004,52.0
2021,Kalimantan Tengah,Kab. Barito Utara,30.0,12.0,14.0,20.0,5.0,5.0,2.0,2.0,10.0,6337.0,2312961.0,48.0,42.0
2021,Kalimantan Tengah,Kab. Seruyan,30.0,15.0,10.5,25.0,2.0,1.5,5.0,2.5,8.5,8146.0,2973108.0,46.5,45.0
2021,Kalimantan Tengah,Kab. Gunung Mas,20.0,10.0,15.0,50.0,1.0,0.5,2.0,1.0,0.5,10155.0,3706575.0,69.5,30.0
2021,Kalimantan Tengah,Kab. Pulang Pisau,23.51,26.74,13.31,25.13,3.19,2.41,0.83,1.79,3.09,6767.0,2469882.0,46.65999999999999,50.25
2021,Kalimantan Tengah,Kab. Barito Timur,32.0,9.0,7.0,37.0,1.0,5.0,6.5,1.2,1.3,4651.0,1697776.0,57.7,41.0
2021,Kalimantan Tengah,Kota Palangkaraya,42.04,4.33,8.54,19.49,1.28,2.36,2.18,2.04,17.73,14792.0,5399025.0,35.89,46.37
2021,Kalimantan Selatan,Kab. Tanah Laut,40.0,20.0,10.0,14.0,3.0,4.0,5.0,2.0,2.0,14174.0,5173364.0,38.0,60.0
2021,Kalimantan Selatan,Kab. Kotabaru,34.0,13.0,27.0,11.0,1.0,1.0,0.2,1.0,11.8,13025.0,4754081.0,41.2,47.0
2021,Kalimantan Selatan,Kab. Banjar,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,40766.0,14879580.0,39.34,54.71
2021,Kalimantan Selatan,Kab. Barito Kuala,59.5,9.5,10.5,12.0,3.1,1.9,0.5,2.0,1.0,9496.0,3466004.0,30.0,69.0
2021,Kalimantan Selatan,Kab. Tapin,50.24,3.58,10.5,33.4,0.48,0.88,0.15,0.12,0.64,8049.0,2937914.0,45.529999999999994,53.82
2021,Kalimantan Selatan,Kab. Hulu Sungai Selatan,55.18,1.48,13.13,25.35,2.9,0.46,0.9,0.4,0.2,9601.0,3504292.0,43.14,56.66
2021,Kalimantan Selatan,Kab. Hulu Sungai Tengah,40.04,1.4,4.05,24.91,3.63,1.05,1.24,1.47,22.21,10349.0,3777327.0,36.35,41.44
2021,Kalimantan Selatan,Kab. Hulu Sungai Utara,50.63,9.21,9.83,13.78,0.85,0.65,1.09,7.8,6.16,9666.0,3528075.0,34.0,59.84
2021,Kalimantan Selatan,Kab. Tabalong,36.0,2.0,17.0,24.0,1.0,3.0,1.95,3.0,14.0,10132.0,3698253.0,49.95,38.0
2021,Kalimantan Selatan,Kab. Tanah Bumbu,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,16435.0,5998629.0,39.34,54.71
2021,Kalimantan Selatan,Kab. Balangan,57.46,10.24,10.95,14.62,2.06,1.67,0.72,1.2,1.08,5600.0,2044098.0,31.219999999999995,67.7
2021,Kalimantan Selatan,Kota Banjarmasin,55.89,0.64,9.39,12.77,1.36,14.93,1.63,2.71,0.68,50645.0,18485604.0,42.790000000000006,56.53
2021,Kalimantan Selatan,Kota Banjarbaru,48.3,4.2,16.0,23.7,0.5,0.3,0.4,0.1,6.5,16471.0,6012018.0,41.0,52.5
2021,Kalimantan Timur,Kab. Paser,54.99,0.22,10.2,13.64,1.38,13.56,1.2,3.52,1.29,11529.0,4208085.0,43.50000000000001,55.21
2021,Kalimantan Timur,Kab. Kutai Kartanegara,73.92,0.98,10.43,7.86,2.04,1.57,0.55,1.75,0.9,22259.0,8124353.0,24.2,74.9
2021,Kalimantan Timur,Kab. Kutai Timur,43.0,20.0,7.0,22.0,2.0,1.0,2.0,2.0,1.0,21222.0,7746158.0,36.0,63.0
2021,Kalimantan Timur,Kab. Penajam Paser Utara,46.13,1.09,20.87,29.83,0.22,0.02,0.67,0.83,0.34,9251.0,3376652.0,52.440000000000005,47.220000000000006
2021,Kalimantan Timur,Kota Balikpapan,42.3,6.36,10.26,7.2,3.87,2.94,0.98,6.56,19.53,49721.0,18147986.0,31.810000000000002,48.66
2021,Kalimantan Timur,Kota Samarinda,53.39,7.0,17.0,19.9,0.65,0.62,0.06,0.92,0.46,58185.0,21237671.0,39.15,60.39
2021,Kalimantan Timur,Kota Bontang,44.12,6.0,27.5,18.0,2.1,0.03,0.25,1.05,0.95,10382.0,3789433.0,48.93,50.12
2021,Kalimantan Utara,Kab. Nunukan,46.4,8.2,23.4,21.3,0.2,0.2,0.1,0.1,0.1,4181.0,1526025.0,45.30000000000001,54.599999999999994
2021,Kalimantan Utara,Kab. Tana Tidung,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,1324.0,483289.0,39.34,54.71
2021,Sulawesi Utara,Kab. Kepulauan Sangihe,51.1,4.89,5.2,26.0,0.4,3.3,0.5,2.0,6.61,5570.0,2033225.0,37.4,55.99
2021,Sulawesi Utara,Kab. Minahasa Selatan,20.0,12.0,12.0,36.0,4.0,4.0,5.0,2.0,5.0,9459.0,3452360.0,63.0,32.0
2021,Sulawesi Utara,Kab. Minahasa Tenggara,36.08,9.68,12.16,11.04,4.28,4.26,3.24,5.14,14.12,4537.0,1655947.0,40.120000000000005,45.76
2021,Sulawesi Utara,Kab. Bolaang Mongondow Utara,2.0,15.0,1.0,8.0,0.5,1.0,0.3,0.5,71.7,4156.0,1516794.0,11.3,17.0
2021,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,20.0,10.0,10.0,25.0,5.0,12.0,10.0,5.0,3.0,3490.0,1273686.0,67.0,30.0
2021,Sulawesi Utara,Kota Manado,47.7,1.14,18.66,19.48,0.26,1.54,1.49,1.85,7.88,33989.0,12405981.0,43.28,48.84
2021,Sulawesi Utara,Kota Bitung,48.2,2.05,18.03,19.07,0.36,1.48,1.37,1.83,7.61,15856.0,5787458.0,42.13999999999999,50.25
2021,Sulawesi Utara,Kota Tomohon,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,7161.0,2613688.0,39.34,54.71
2021,Sulawesi Utara,Kota Kotamobagu,53.5,5.0,11.8,8.5,5.7,3.6,2.6,2.8,6.5,8663.0,3162068.0,35.0,58.5
2021,Sulawesi Tengah,Kab. Donggala,35.0,10.0,20.0,13.0,6.0,3.0,3.0,3.0,7.0,12164.0,4440006.0,48.0,45.0
2021,Sulawesi Tengah,Kab. Parigi Moutong,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,22559.0,8234199.0,39.34,54.71
2021,Sulawesi Tengah,Kab. Sigi,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,0.0,12879.0,4700835.0,39.34,54.71
2021,Sulawesi Tengah,Kab. Banggai Laut,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,3544.0,1293378.0,39.34,54.71
2021,Sulawesi Tengah,Kota Palu,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,18693.0,6822890.0,39.34,54.71
2021,Sulawesi Selatan,Kab. Kepulauan Selayar,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,5613.0,2048847.0,39.34,54.71
2021,Sulawesi Selatan,Kab. Bulukumba,15.0,10.0,25.0,20.0,5.0,5.0,5.0,5.0,10.0,17394.0,6348839.0,65.0,25.0
2021,Sulawesi Selatan,Kab. Bantaeng,30.13,27.5,11.0,14.0,1.24,3.0,2.0,1.13,10.0,8068.0,2944645.0,32.37,57.629999999999995
2021,Sulawesi Selatan,Kab. Jeneponto,27.0,18.0,10.0,18.0,6.0,1.5,5.0,1.5,13.0,16064.0,5863506.0,42.0,45.0
2021,Sulawesi Selatan,Kab. Sinjai,31.5,13.0,31.09,14.68,8.2,0.87,0.44,0.08,0.14,10831.0,3953476.0,55.35999999999999,44.5
2021,Sulawesi Selatan,Kab. Bone,73.2,0.5,10.1,8.7,3.1,0.3,1.1,1.1,1.9,40338.0,14723188.0,24.400000000000002,73.7
2021,Sulawesi Selatan,Kab. Maros,73.98,7.9,3.18,7.86,2.21,0.57,0.55,0.25,3.5,15877.0,5795090.0,14.620000000000001,81.88000000000001
2021,Sulawesi Selatan,Kab. Pangkajene Kepulauan,63.13,10.83,8.99,7.29,6.5,0.72,0.19,1.55,0.8,13831.0,5048315.0,25.240000000000002,73.96000000000001
2021,Sulawesi Selatan,Kab. Barru,57.0,12.5,6.0,15.0,2.5,1.0,1.0,1.0,4.0,7595.0,2772204.0,26.5,69.5
2021,Sulawesi Selatan,Kab. Soppeng,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,9509.0,3470712.0,39.34,54.71
2021,Sulawesi Selatan,Kab. Wajo,41.03,17.34,7.2,17.02,2.1,3.9,6.4,2.9,2.11,15164.0,5534860.0,39.519999999999996,58.370000000000005
2021,Sulawesi Selatan,Kab. Sidenreng Rappang,56.0,9.6,6.2,6.6,4.5,3.6,4.2,4.4,4.9,12800.0,4671854.0,29.5,65.6
2021,Sulawesi Selatan,Kab. Pinrang,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,17690.0,6457025.0,39.34,54.71
2021,Sulawesi Selatan,Kab. Enrekang,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,11396.0,4159668.0,39.34,54.71
2021,Sulawesi Selatan,Kab. Luwu Timur,40.0,10.0,25.0,15.0,3.0,1.0,2.0,2.0,2.0,12020.0,4387461.0,48.0,50.0
2021,Sulawesi Selatan,Kota Makassar,40.5,14.21,11.75,17.59,3.2,2.58,1.95,2.27,7.12,102371.0,37365393.0,39.34,54.71
2021,Sulawesi Selatan,Kota Parepare,51.8,11.35,12.45,11.2,3.75,1.95,2.1,2.75,2.65,7625.0,2783235.0,34.2,63.15
2021,Sulawesi Selatan,Kota Palopo,30.0,25.0,20.0,15.0,8.0,2.58,1.95,2.27,2.0,9234.0,3370428.0,49.800000000000004,55.0
